"restaurant_name","place_id"
"The Old Sergeant Pub","ChIJOb3Kp18PdkgR9gXrnZwdXPU"
"Holy Cow","ChIJ_SBGCX4FdkgRozUXgI2D5p0"
"Indi-go Rasoi Westfield White City","ChIJm763adoPdkgRZpA_urEDm_Y"
"Sagar South Indian Vegetarian Restaurant . Hammersmith","ChIJv0wfa7UPdkgRAdCl0WE5TQo"
"The Jaipur","ChIJdcsmW1APdkgRI0tJiGzhqY0"
"Bengal Bistro","ChIJgcA9ubQPdkgRnCZQMZ88pdc"
"Dalchini","ChIJQ1SiClIPdkgR4M0-jqEtJPs"
"Diba Persian Restaurant (Wimbledon)","ChIJz-X_YroIdkgRFLtE7WNOR0w"
"Dancing Elephant","ChIJbfH2mFYPdkgRwca1DGLpXuo"
"Jaffna Kitchen","ChIJT3uhdiUPdkgRmEZ7uz-jFX8"
"Rajdoot Tandoori Restaurant","ChIJpc2rIMwIdkgRxu9owxeZh6w"
"Wimbledon Tandoori","ChIJF6NoKs8IdkgR5NZ_sS8Vi0E"
"Wimbledon Tandoori","ChIJZUKRbZUJdkgRruAFyYS048Q"
"Sai Restaurant","ChIJ0ZKe4d0IdkgRyB8qdhugITY"
"Indian Express","ChIJ2Z7nfv4FdkgRfWgQXVGGNxg"
"Colliers Wood Tandoori","ChIJJUkm-g8GdkgRosaEbV7w0Vs"
"The House of Spice","ChIJwykaa8IIdkgRWxWVxUs83_8"
"Watch Me","ChIJ_fof-6EIdkgRtrwVpMMIRqU"
"Rajah Rowing Team","ChIJo8YsJtsFdkgRGaX2MICKM6U"
"Suvai Aruvi","ChIJv7PCsRoGdkgRLXnWi-Dz7fE"
"Mr. Tandoor","ChIJZ7MwewAFdkgRxntpaRmUwbg"
"Victoria spice","ChIJSzSOCwAFdkgRrTG5oC53wKY"
"Kitchen India","ChIJc_eNLQAFdkgR-xkJ_mvFTDo"
"Bindas Eatery","ChIJs2XwkKcFdkgRs7YbxDxzs8k"
"Amaya Grill and Bar","ChIJp_GF9TsFdkgR-LPVooRUYyE"
"Indian Street food co","ChIJGRJLEo4FdkgRRM20AGJCXV0"
"Gunpowder Soho","ChIJuX4D6CsFdkgRW_3M3G_rwHY"
"The Curry Room","ChIJQcrb2yAFdkgRDzbB5nWx2o4"
"Sagar South Indian Vegetarian Restaurant . Covent Garden","ChIJgcGrAcsEdkgRL0s0o0r9ZfA"
"Peri Fellas","ChIJ5Ycr3FYFdkgRYw1gEPmflUU"
"Pukka Bar","ChIJm-zKl9cEdkgRroP4fTd3hi0"
"BKC - Biryani Kebab Chai - Soho","ChIJUZcLl9IEdkgRDN2LfxpoNDM"
"Kanishka by Atul Kochhar","ChIJ3fvX0jwFdkgR4zfyvSGfZco"
"East India Club","ChIJlQlo39YEdkgRsev5YsuZgZA"
"Soho Wala","ChIJE8dnN7MFdkgR3ppuO-MDL4M"
"Salloos","ChIJk8aTSjoFdkgRL5VQKVye6aU"
"Sagar South Indian Vegetarian Restaurant . Leicester Square","ChIJe-llZuAFdkgR3oiB57zrimE"
"Kolamba Soho - Sri Lankan Restaurant","ChIJ14K4vEwFdkgRwHRnJj1T8aU"
"Kolkati Seven Dials","ChIJ4fahAQAFdkgRxsfiTxyC2Vo"
"Borough MARKET","ChIJcQ-6AAAFdkgRbDuFu5GdTEg"
"Biryani guys","ChIJ65t_QAAFdkgRf4ZnzmevAjI"
"Th@51 Restaurant and Bar","ChIJ-y98NTMFdkgRQDy1BedcBZM"
"Modern Indian","ChIJcconfAAFdkgRD1hcO4PoaA8"
"Hungama Indian Street Food","ChIJqRRRk9UFdkgRCO7lejEKHnM"
"Lovage Restaurant","ChIJU1BM8fYFdkgReN4QBJMBEzM"
"Millbank Spice","ChIJ9wDu8-YEdkgR5usybrg742I"
"Pimlico Tandoori Indian Restaurant","ChIJS-5yZOEEdkgRRFM_9hPaKoY"
"Hoppers Soho","ChIJr0tb59IEdkgRv-YdFGtD1CA"
"Cyprus Mangal","ChIJM96KJuAEdkgRpVnz86I3DWg"
"Kazan Restaurant","ChIJyVvsH-AEdkgRGcXLKqKrmJA"
"SKVP - Vauxhall","ChIJSfC5UJsFdkgRk8uqfh2UW2w"
"Cinnamon Kitchen","ChIJjbbbrAQFdkgRyahaOjaQY9c"
"The Coriander","ChIJuYgA--wEdkgRsMFlMdkDoQI"
"Salt Whisky Bar and Dining Room","ChIJEYT_iUoFdkgRgI-CgfytbN0"
"The Shakespeare & Platform 22","ChIJqUpTpyEFdkgR8PKOSuUoYu4"
"Browns Victoria","ChIJi6_AZt8EdkgRaMDEiC257c0"
"Palm Asia","ChIJm-OIJ9IEdkgRthoIXejIIS8"
"The Thames Indian Restaurant","ChIJ99Ux-bkEdkgRnAZoYfwJsew"
"Gandhi's","ChIJGYpNXJEEdkgR6MqYnAPCR0s"
"Dabba Cartel","ChIJvYgwcNoFdkgRueZM1N2-4MQ"
"Indian Dining","ChIJ443-ooYEdkgRbmdD1czVA3c"
"Dhaba","ChIJVWodTwgFdkgRsMBMTpa_7oc"
"Kennington Tandoori","ChIJGYpNXJEEdkgRVOh4tcGRnEM"
"MetroPot Blackfriars","ChIJgxLBQa0EdkgRaNNKA-6JRL4"
"Shaheen Tandoori Restaurant","ChIJFVcIW7sEdkgRQuGsmcj9U_8"
"Light Of India","ChIJiWR-bV4FdkgRk3sIV5h5qc4"
"Paimbha Indian restaurant","ChIJU_VgJQAFdkgRK5zBdVvxNn0"
"Chaiiwala","ChIJhQS0yEAFdkgRps-cU_fMLJA"
"Indian City - Best Authentic Indian In St Pauls","ChIJZbPtQ60EdkgR6FbDgv0_Rz4"
"Spice of India","ChIJAbiuXsAFdkgRT-Hg1dfIAeY"
"Bebs Kitchen","ChIJrch6eZ0FdkgRB4b7iTcVkNM"
"Khan's of Brixton (Brixton)","ChIJwzZpo2sEdkgRKvYBNtOcYJ8"
"Curry Paradise Brixton","ChIJh6bTsUEEdkgREMjcBccmwHQ"
"Kricket Brixton","ChIJ_SfYoLwFdkgRf5a6yItmOU0"
"Booma","ChIJxbjPv2EEdkgR4GvP_3ims9A"
"Curry On Naanstop","ChIJ8-9qDNa32EcRdHXlwK-qFi4"
"Danclair's Kitchen","ChIJpSpJuOkFdkgRTNgWzwAio6s"
"Blessed West Indian Takeaway","ChIJzXyNv3sEdkgRQRwejVD1Wo0"
"Zest Of India","ChIJdXkM_K4FdkgR8aShV0JWlU0"
"BaBa G's Brixton","ChIJI3lI-LAcdkgRHMbW_XzEwXU"
"Indian Food Truck","ChIJxcVp-xYFdkgROVBEhS6lugE"
"Bombay Kitchen","ChIJM8r9pGgEdkgRZU5-EOOFvGQ"
"Afghan Kitchen Brixton","ChIJZZKhq34FdkgRO4z_QKOlG7M"
"Rufies","ChIJWQIwYlAEdkgRbzeFJa7iR7s"
"Maharani Indian Restaurant","ChIJc0JmAVIEdkgRIdI-kacqIy0"
"Flava Pepper","ChIJy_Vg0uMFdkgRW2A3Jvv3ORM"
"Rajah Rowing","ChIJAdoDSUUFdkgRPIW-WDzmXVg"
"Katakata","ChIJM58NjUAEdkgRkr40K7lxQQ0"
"The Laundry - Restaurant Brixton","ChIJ4XvJ6ccFdkgRCT8xJ-qMFqk"
"En Root @ The Ritzy","ChIJ2fjQVPIFdkgROVnPjLAE0ME"
"Ceylon Rocks","ChIJEzyQci0FdkgRNIE8IFqo3H0"
"Khans","ChIJ_dTdeKMFdkgR-BKGBvDPD5U"
"Naughty Piglets","ChIJNxSsvGsEdkgRf3_4y_4ajzc"
"Capital Flames Brixton","ChIJwTMrIAcFdkgROmYbllO-4F8"
"Pipoca Vegan","ChIJ3Vra4b4FdkgRbDGo1arhI5E"
"KaoSarn London","ChIJa5oc12cEdkgR6C3PRAuuoYQ"
"Hope & Anchor","ChIJXfsWY0QEdkgRpuATOYzfRyU"
"Chit Chaat Chai","ChIJkRcoy3EFdkgRJkcc3f7e1Sw"
"Railway Kitchen - Clapham","ChIJR5Zi3m4FdkgRqquBEYp5Lws"
"Tirak","ChIJCbpNCAAFdkgRoe1rOYGhBQ8"
"Atcha - Battersea","ChIJM_4hAu0FdkgRD1f4JnVL-qA"
"Big Chef Chinese Takeaway","ChIJ0zSCh0QEdkgRAeiLP-OF074"
"Little Ochi Seafood Restaurant","ChIJXW7KwHIEdkgRsG9eE-7AqL4"
"Pop Brixton","ChIJLTXBQGYEdkgRSQCCdD1ed4A"
"Indian Panorama - Chelsea","ChIJfXh4jwgFdkgRP3eW3_0EQso"
"chai & chapati Knightsbridge","ChIJt6weRwAFdkgRnh6Y8n0ATpw"
"Taste of Lahore","ChIJw_Rp-eYFdkgRtDbEI_PWNjc"
"Diba Persian Restaurant (Chelsea)","ChIJrVqUjhMFdkgRPWs7q-vzMtM"
"The Ivy Asia Chelsea","ChIJySy3o2MFdkgRrkVexMIkbzk"
"The Mantl","ChIJ53D3yEAFdkgRVnlGzBtMI-k"
"En Root Clapham","ChIJ53uDd0wPdkgRWuSvUg6005k"
"Villa Bombay","ChIJfZPUXwwPdkgRZzdC89SbDN0"
"Pho Fulham","ChIJpV_-PyQPdkgRtFwUTjLYqRE"
"Heavenly Biryani","ChIJUQFv76oFdkgRH_1e7_FazAU"
"Yasmin Restaurant","ChIJB-iqWAsPdkgRk_aZWkgIGKI"
"Palace Tandoori","ChIJZ4JC-bkPdkgRXxs8YmtW2cA"
"German Doner Kebab (GDK)","ChIJe2icV4QPdkgRz8yOTxd_RJU"
"PJ's Chelsea Brasserie","ChIJUxk7qWkFdkgRnIlqyamHI9g"
"the hive sw6","ChIJnSuaiJ4PdkgR0H3xQtGAyb8"
"The Cadogan Arms","ChIJ66HKJ8QFdkgRoWrsa8akEZc"
"Haweli","ChIJOX81AkoOdkgRWC0fVZXB8Z0"
"Pippin's","ChIJV1Eb4TAPdkgR5RSCX_XFuHg"
"Indian Zing","ChIJtZQNm0oOdkgRASPnQhiWSCw"
"Villa Mamas Restaurant London","ChIJIWPm_2oFdkgRAn1OerI2pIU"
"Baba Ghanouj","ChIJpUe2vIYFdkgRleo9cdWJWpE"
"The Durell Arms","ChIJ67AxQZ4PdkgRmrsT0cBDOqI"
"The Pembroke","ChIJ3XvB0IsPdkgRo151mr0Kp2k"
"Fresh Falafel","ChIJTbI8c5APdkgRBWe0fskPtBg"
"Rajdoot Restaurant","ChIJ___GYlUFdkgR7qNPGpduRlI"
"Chaiiwala Hammersmith","ChIJgUzr8JQPdkgRHwaVFMjrWgw"
"Shisha ع الرايق شيشه","ChIJcf8BYdsFdkgRGywbFlr0HPE"
"Chatkhara Restaurant","ChIJrfryR58EdkgRF6ISfqyhGME"
"New Dewaniam","ChIJkfPUooYEdkgRFhOs77-JRl4"
"My Chaii Ldn","ChIJu5-YgdAFdkgRd5edAxV8RIQ"
"Miah’s Kitchen","ChIJ36S6u4YEdkgR3vU-VmN0BIM"
"Smoke Lab | Best Shisha Lounge & Hookah Bar near me in London","ChIJ2SDaAe8EdkgRvL0vQkwkM_0"
"Metropolis - Vauxhall","ChIJyeyUudUFdkgRyojpz5LI4S8"
"Bread Street Kitchen & Bar - Battersea","ChIJIUU-lPsFdkgR8992QN-bR3w"
"Waterfront London Vauxhall Riverside Restaurant & Bar - Best Burgers, Sushi & Seafood near me in London","ChIJ2SDaAe8EdkgRua0wJIY0qRQ"
"The Garden Vauxhall","ChIJDX0Hfe4EdkgRN7AjmZG7748"
"Mezemiso","ChIJ7zZKT-oEdkgRTdv2Nq3Ew1M"
"The Layered Biryani By Mom","ChIJi07kCgAFdkgRaRsazE3Vrj8"
"TDQ Steaks","ChIJfZ3ZaBYFdkgRfj3iA1DFlac"
"Restaurant Gordon Ramsay","ChIJkUBQqPAFdkgRtPhH7EIvzJU"
"Rosa's Thai Victoria","ChIJ5y8q-B8FdkgRNAGbmj7KOU8"
"Comptoir Libanais Chelsea","ChIJA_uszRUFdkgRYRbyntfp1Yw"
"Chop Wok Express Battersea","ChIJbxiyq80FdkgRZJs3_DXNl2Q"
"Camberwell Tandoori","ChIJ-ZEhVYEEdkgRG4rMYNuSQas"
"dim t","ChIJjZyz_B8FdkgRCxl46YcOCVE"
"Arcade Food Hall & Bar Battersea Power Station","ChIJEX9ptU4FdkgRPOnWhkugTgY"
"Giraffe, Victoria","ChIJozheih8FdkgRSM_9X9m6Xu0"
"Mr Chinese","ChIJjY3MXvEEdkgRDVDlcv0rAyU"
"The Riverside","ChIJFQZLUu4EdkgR4qDiHN-Cy7Y"
"Seafresh - Fish & Seafood restaurant","ChIJO4o1PeAEdkgRLNFFN_NLdEc"
"White Bear","ChIJ_8xI5ZAEdkgR46n0eW8pQ6w"
"Sloane Place Restaurant","ChIJKztHFvYFdkgRowBVioe3zeA"
"Etta's Kitchen","ChIJxy6Lq2gEdkgRuC7Y6coNN58"
"Purple Mango Indian Takeaway","ChIJjfQCiHkDdkgRJbGTHOhWHtw"
"Tulsi Restaurant & Bar","ChIJuynoOR9U30cR7f94cyRURlk"
"Tikka Junction","ChIJp7gJXQBV30cRVYU7rXUcV74"
"Spice Lounge","ChIJLwASpU9V30cRXX8GPdI3hIo"
"Durbar Spice","ChIJoxJ3S-1V30cR93CGe9TNMSw"
"Raasa Indian Restaurant Orpington","ChIJtfGqbiKr2EcR7zLXVoEv8Eg"
"Biggin Hill Spice","ChIJrxAyhAtV30cRXJ1PXslYG9Q"
"Shiuli","ChIJh97eu5QNdkgRRGm5ZyTx_QA"
"Dhoom","ChIJT3-oLwANdkgRP-f2jBW_cMI"
"Spice Up","ChIJ5WN8Xu0NdkgRWZt9e2matmQ"
"Little Mumbai","ChIJwcEaTYkMdkgR1GFyxDjjqPk"
"The Tiger's Tandoor","ChIJB6Xtqe4NdkgRVlEeboXWCvk"
"Regal Spice Twickenham","ChIJzcg4Io4MdkgR73srbUqqcCQ"
"Tsaretta Spice, Twickenham","ChIJU30JKlwNdkgRWDhwuuQceVU"
"Cinnamon Lounge - Indian Restaurant Isleworth","ChIJ_WHJU1UMdkgR6NAVYSP23vA"
"Twickenham Spice | Restaurant & Takeaway","ChIJ3Xqx47kNdkgRFOiJEqNifeE"
"Jolly's Restaurant","ChIJvYNn08YMdkgRnzOTBCz_0m0"
"Kathmandu Tandoori Twickenham","ChIJqbFglWEMdkgRHI6bYtL9Hbg"
"Taste of Raj","ChIJideop5EMdkgR6eQ4SPba4gs"
"The Green Spice","ChIJYTbmCZEMdkgR7i-o8EuQHLU"
"Sumac restaurant","ChIJNYQRSwANdkgRHiMtED6XOGU"
"Royal Rasoi","ChIJWQ-oOG5zdkgRA3Noqn6uZns"
"Madhu's Brasserie Richmond","ChIJ96_-XDoNdkgRUdBI0Hzrqhg"
"Cinnamon Bazaar","ChIJd1juDzcMdkgRggFJ1UkhhgY"
"Chatora - Modern Indian Restaurant","ChIJD8FsOPkNdkgRKXE8JuOGo5g"
"Prem Indian Restaurant","ChIJg03oAn8LdkgR3riK1hZPeFk"
"The Indian Oven","ChIJQyGVjNQNdkgR0oKk31XXBZY"
"Takaa Tak, Teddington","ChIJoUjBvhULdkgRa2Xgmrkx560"
"Cafe Arora by Home Made Curries","ChIJs4S_alYNdkgRx6AH4KbBqZk"
"Sidra - Twickenham","ChIJieCG9XgNdkgRc_2QqyCznlE"
"Kohinoor Indian Cuisine Southall","ChIJs_WE9gANdkgRmWYptqJXhMI"
"Bengal Brasserie","ChIJe0fH9p0MdkgRLcJ8i_sYe3M"
"Swagat Richmond","ChIJnS1svkgNdkgRIVnbakMvpfw"
"Biryanis and More","ChIJVVBbsRMNdkgRKxBsLPmWf_Q"
"Bengal Village","ChIJVwBreToMdkgR4p4FyR-O_YI"
"Somjuk Thai Cafe","ChIJy67rgoENdkgRp5Pdr_LtmLg"
"Saffron","ChIJcYx3kIEOdkgR1mPZ56SoylQ"
"Tandoori Express","ChIJfwsQ4mEMdkgRgtaiKwhKodM"
"Albany Spice","ChIJdVV3X8YNdkgRAAOgF8XO7Ys"
"Pasta & Amore","ChIJ81KXVJsNdkgRwNeVZtaW3bk"
"Cafe Masala, Richmond","ChIJX2F8MjEMdkgRscQzdM-RpfY"
"Ami's Indian Flame","ChIJF4UoHLQNdkgR7rZpqWyZHrg"
"Madras Flavours Restaurant (Pure Indian Vegetarian)","ChIJ4zNTjGYNdkgRfYtR73Y0fkQ"
"Rara Kew","ChIJba8bk9QNdkgRPSvHsnU82S0"
"Honey Moon Restaurant - Hounslow","ChIJgb3Nn9AMdkgRI-ojffN9ms0"
"India India Whitton","ChIJmSfKv8UMdkgRNX4I4_KQk6U"
"Namasthe Hounslow, Indian Restaurant","ChIJ-W55XhoNdkgRnZ8tJEqNrD4"
"FOUR SEASON SPICE LONDON","ChIJYecZi7wNdkgRapEqtGRLVGg"
"Crispy Dosa Hounslow 100% Pure Indian Vegetarian Multicuisine Restaurant","ChIJvxDYaxkNdkgRdwHwRvrxwCI"
"Spice of India, Whitton","ChIJieydscAMdkgREy00hXg07NE"
"Hyderabad Tastes - Indian Restaurant Hounslow","ChIJrS0VX62m2EcRoDG_Iyf7Mc8"
"Indian Villa","ChIJQRwsnEkNdkgRCaXEULjH8no"
"Delhi Wala","ChIJLXz_VL8MdkgRtESFfBKbA9o"
"SPICE OF LAHORE LTD","ChIJZR7JA98NdkgRTeitaC205a8"
"Street 21","ChIJr53lDmoNdkgREy4suzJEsv0"
"Peppers","ChIJSStTxnEOdkgRZ3Shg7q_5Zw"
"Kari Dosa","ChIJpfFArNcNdkgRdJYIw8n2x48"
"Punjabi Dhaba","ChIJx95JgyANdkgRKAEdJHEurTk"
"Flavors of India - Hounslow","ChIJqY_9ud8MdkgRWcYuTa8fBLU"
"Shree Krishna Vada Pav (SKVP) - Hounslow","ChIJp0I7K9kMdkgRjgJcc3o9liQ"
"Ahaa Dosa","ChIJgZ-_ytYMdkgRyUjSAelLSok"
"Waldegrave Arms & Siyansh Cocktail Bar","ChIJ30fEhX0LdkgRBx76SHEiIZQ"
"Ruchi Indian &Bangladeshi Restaurant","ChIJtyR5GUwLdkgRR84YhY6HGX0"
"Mahirah Fine Indian Dining, Hampton","ChIJU2en1FILdkgRX2t5VFEVc0U"
"Riverside Indian Cuisine","ChIJ_xQMkV8LdkgRWVRRk1_RFTU"
"Monaf's Restaurant","ChIJYXGBbEwLdkgRruHrZQ9p-Oc"
"Famous Biryani Hampton","ChIJk8jiCwBzdkgRC24r_KcpaPM"
"Hampton Spice","ChIJUeJIMEwLdkgRmIvAdDJO3Us"
"Whitton Tandoori","ChIJz5ExiEpzdkgRUTmGv1eT3Vs"
"Indian Palace Restaurant","ChIJlTUmNqJzdkgR1OSuxeaLqrk"
"Rose Tandoori","ChIJ6SltBVBzdkgRNlK08J5Mgww"
"Hurry My Curry","ChIJ1Y16msJzdkgRXvHG30MZQAk"
"Chennai Biryani","ChIJhXKVOwANdkgRddnPbrcjUbM"
"The Hot Spot","ChIJm4b_wltzdkgRYI0x6qyXCWY"
"Everest Spice Lounge | Pub, Bar and Restaurant","ChIJMb_SVxYFdkgR9Rwq3ZgxWz8"
"Shere Khan Feltham","ChIJtzopmCZzdkgRHLzxSS1dIPg"
"ChaChaz Indian Restaurant","ChIJRdyLYH5zdkgRbiUhbVZ3bM0"
"Appetiser Indian Restaurant (Vegetarian)","ChIJlRI4UNFzdkgRXcHeOd7hd_4"
"Humble Thali","ChIJJWrMKF5zdkgRjJdtJrjWP6E"
"Turkuaz Restaurant Feltham","ChIJgwAXfSlzdkgRr4jROM-IvI0"
"Namaste Gurkha - Feltham","ChIJG3MYFnpzdkgRkfMTYA7ixRc"
"Famous Biryani","ChIJ4xi-WIVzdkgRI2ihTXu8kRs"
"Tandoori Nights","ChIJsTy_-GlzdkgRpX0R3rgogoI"
"The Bell On The Green - Pub, Bar & Restaurant","ChIJoa-jh71zdkgRl-yILj8NuW8"
"Chaiiwala","ChIJcfPYwSlzdkgRpUGKo8FZ6KE"
"Hyderabad Express","ChIJDavj5s5zdkgRCFh2binXJ18"
"Rose View Tandoori","ChIJR-x6wRBzdkgRPOpxQv3xvaw"
"Delicious Foodiez NO.1 Indian Street Food","ChIJY2zKqJcNdkgRfVd-Xt49Hr4"
"Hukka Me Up Lounge","ChIJAc7BDnhzdkgR8j4znlmg5hM"
"Delhi Chef","ChIJH8_dhxFzdkgRVprVfIYcqJk"
"Feltham Biryani Point","ChIJ55zEOuVzdkgRQHtEtF6F8hk"
"Biryani King","ChIJ_XreEgBzdkgRZ-_5np4hDaw"
"Hounslow Lahori Karahi","ChIJl_ntw2xzdkgRSyuyQuuTqok"
"Gurkha Durbar","ChIJiTu1e3JzdkgRdfGqY3VxsiI"
"Hyderabad Junction","ChIJH_VK9M5zdkgRR1JEmISvU4c"
"Duke of Wellington","ChIJtb0bmqhzdkgRg4Da1IYS1Oo"
"Telugu Street Food","ChIJiZLxGAANdkgRE6Jmaki_980"
"Shri Sai Tiffins Indian Homemade Food","ChIJK-pCh9MNdkgRrbpg7eSy9aU"
"Takaa Tak, Hounslow","ChIJy_EH1ilzdkgR-9A052qHFto"
"Paan Wala (Indian Street Food)","ChIJ2-OsgQwNdkgRenwYQSo_H-0"
"TANATAN","ChIJnz-lHRBzdkgRoFZzoHgbWsI"
"Hyderabad Bawarchi","ChIJnZjxGgANdkgRmz-99_yzTAA"
"Kaniz Restaurant - Heathrow","ChIJzTffTvhydkgRrFO5kEjm99Y"
"Rasoi","ChIJd30iif0NdkgR-Ophgmfr5dY"
"Goan Paradise","ChIJ9S85JzNzdkgRgWPOmbnOknE"
"Chennai Biryani","ChIJ5-wK5koNdkgRV-obviohVZs"
"Vailankanni Imperial Lounge","ChIJXWlrOwBzdkgRa4jXt9-DDGg"
"Biryani Nation Grand","ChIJidMWN3pzdkgRE-CnPi4TCkQ"
"Hyderabad Biryani Centre","ChIJvYg8UUoNdkgRfI9UiBuW9q0"
"Bikanervala Hounslow","ChIJN693rbANdkgRnnEBoLcEkCU"
"SUPER CHAI","ChIJXfuLAdENdkgR-LvjhCl6OmY"
"PUFF HOUSE","ChIJeZqHJscNdkgRZ44orAyezsk"
"The Royal Albion","ChIJwR2Ln9EMdkgRJF4plqeCYE8"
"The General Roy","ChIJM-9cKntzdkgRd6E43TBr1-A"
"Gupta's Chaat Corner Hounslow","ChIJQcFPv0wNdkgRaAuvLCLzJWo"
"Mamas Bar & Restaurant","ChIJLyiS13dzdkgRIUsQ43rIeFE"
"Madina Restaurant","ChIJmXVwOBUNdkgRDDKRuMewkYw"
"KTM ROX","ChIJQ1U5KW5zdkgRvzTbwMTPg6A"
"Thakers","ChIJSYFjOhENdkgRJAqlGxCTFEg"
"Urban Kitchen Hounslow","ChIJ9yK1xzANdkgR4iPWVHcfALo"
"Flamingo Flames (Hanworth)","ChIJEVfQiWlzdkgR2hKXuuG5SMk"
"HANDI ROTI","ChIJ3XQzP_RzdkgR_xQgh5xlbI4"
"Casa De Goa","ChIJV0jI2d4MdkgRwSrTLIW-9d8"
"African Queen - The AQ Bar & Restaurant, Hounslow","ChIJI1vvUc0MdkgR-h7_ajuTiQw"
"Kitchen_It cloud kitchen","ChIJJ5GGaQBzdkgRerSTCfdJ3Ec"
"King Kebab","ChIJMVI_gnBzdkgR2g2qdS3yRwg"
"Maka Tik Naka","ChIJYX_ZRdcMdkgRsF0ydpmjbNY"
"Bombay Wok - Indo Chinese Restaurant","ChIJ75BOpdAMdkgRwrRz-jIY9Dc"
"Hounslow Lahori Karahi","ChIJc4eF3t8MdkgRAbYTVj1GyQ8"
"Biryani Spice","ChIJwS9bvY4NdkgR8STvJZBBOVc"
"Urban Brasserie","ChIJAQAAdLhzdkgR3np7iCtlZ7Q"
"Hampton Tandoori","ChIJG7cNUbN0dkgRdARvDWXJ_Cs"
"The munchies","ChIJqQ5wgLYNdkgRbDmmvlp6It4"
"German Doner Kebab (GDK)","ChIJi5FCk9JzdkgR-TDp9Ehu_go"
"Jay Sweet Mart","ChIJIZcm6SxzdkgRIbcXoQQ-KGI"
"Kathmandu Zone, Nepalese Restaurant, Hounslow","ChIJ89rNNNEMdkgRv8468NPSB_k"
"Eastern Promise","ChIJn6RcQNMMdkgR172ygR2qLPM"
"Nando's Feltham","ChIJx7fB62ZzdkgRM0XUSPrO-y0"
"HYDERABADIS Biryani & Starters","ChIJNZhLV7QNdkgRo-udhFJwOdc"
"Chaat House","ChIJ8ywi15gNdkgRRPNWyyC-pjQ"
"PK Indian Restaurant, Bar & Lounge","ChIJAV1iC7xzdkgRG6mb8LX2j58"
"Xenia Restaurant","ChIJl7dKIwBzdkgRPs7C4ppfkpU"
"Taste of India A Junction Restaurant","ChIJg9boGeJzdkgR-BeTpeO52HY"
"Rice and Spice","ChIJrfdwvnlzdkgRuXSpbPkoV2c"
"Madhu's Heathrow","ChIJoXAvwU9ydkgRcZW2Bbz8tSk"
"Lahori Chaska","ChIJv6Mud4RydkgR2ZGeNBw-VWI"
"Sipson Tandoori Indian Restaurant","ChIJYcCrlBxydkgRRs0-b6PGtwk"
"Sangeetha Vegetarian Restaurant","ChIJg3j49NdydkgRnLLP8msz9cE"
"Simply Delicious Panjabi Cuisine","ChIJQaljXdBydkgRdYoG4IgqKNc"
"Super Singh’s","ChIJZ6j3LgRzdkgRgw3VeaYYmy4"
"Delhi Wala","ChIJfUDAytZydkgRziMerfnCmOE"
"King’s Darbar","ChIJLRG_1W5zdkgR8xIyL_apZow"
"Pasa restaurant","ChIJ8WryNl4NdkgRjwymWGiQgjM"
"Caribbean Kitchen Pot","ChIJh5sV6BgNdkgRyhuq8G0E1c8"
"The Sussex Arms","ChIJC6FBLpEMdkgROYMvO4swEd8"
"Maharaja Kitchen","ChIJ82or3H4NdkgR3-6SaGC2qWs"
"BAITHAK","ChIJ0cxTQM8NdkgRLYkj3DrSB28"
"DESI SWAD","ChIJ22HMrdwNdkgRrOR7w4u2KN8"
"Madras Spicy_Hounslow","ChIJ7ylZ5EMNdkgRAnWLKocc8f0"
"La Jawaab","ChIJZfDKv00NdkgRV0DKDzzVHVg"
"Charisma Restaurant, Bar & Banqueting","ChIJm7mV1yUNdkgRnFfiM3-dFK4"
"Hyderabad House","ChIJr52ZNcJxdkgRhjZHDpnpO4E"
"Mazaydaar Restaurant","ChIJ-xqHQLQNdkgRa4N7bklrMU0"
"Bukhara Lounge","ChIJ5x_O4rpzdkgR5kfzxhDD1qc"
"Passage to India","ChIJQzXYQjINdkgRQ5tNna-q6Co"
"King Karahi","ChIJPUdwvCUNdkgRhbKmdnlJw3I"
"The Karahi","ChIJsbmQP9hydkgRL-ngzql8iHg"
"FR Deliciouz Bits","ChIJXznbJGYNdkgRBpuz9DR-1_A"
"Chini Chor","ChIJJShdw1BydkgRpBzN21tntvI"
"Taste of hyderabad","ChIJoRKqpK4NdkgRf7w6Hika9II"
"Khan's Karahi","ChIJqRaQJthydkgRuCtttrymk3s"
"Zayani Restaurant - Heathrow","ChIJtxz_YjxydkgR5cY_d4tYzL8"
"Lala Peshawari","ChIJebbn1cQNdkgRLpVh9LYKV38"
"Curry Express","ChIJF27dnCANdkgRCyQ0VwQKET8"
"Biryani Junction","ChIJmSZZn8sNdkgRwW30lDSLDJY"
"Khatta Meetha","ChIJjwhDA95zdkgRQq3P6XMPZFc"
"Tandoori Nation Hounslow","ChIJ20VbtusNdkgRyY82tHYiMJg"
"Khan Baba London","ChIJ6Z__3OsNdkgRqJUdeCNn6bQ"
"Hyderabad Biryani Point","ChIJ6cqLtdcMdkgRiOiJUQaFwXc"
"Viva Goa Hounslow","ChIJsbf0dZpzdkgRE19UuhjetWA"
"GRtiffins","ChIJI3zsRu0NdkgRp2w_2uio580"
"Pepper Spice","ChIJBdUc8gkNdkgRCIIJGQn-TPc"
"Chaiiwala","ChIJVU6uXYZzdkgRFiKabh55_wM"
